Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi
Keren banget!!! Moga moga bisa lancar membaca dan menulis huruf kanji,Keren banget Moga moga bisa lancar membaca dan menulis huruf kanji,keren banget moga moga bisa lancar membaca dan menulis huruf kanji,keren banget moga moga bisa lancar membaca dan menulis huruf kanji,"['keren', 'banget', 'moga', 'moga', 'bisa', 'lancar', 'membaca', 'dan', 'menulis', 'huruf', 'kanji']","['keren', 'banget', 'moga', 'moga', 'lancar', 'membaca', 'menulis', 'huruf', 'kanji']",keren banget moga moga lancar membaca menulis huruf kanji,keren banget moga moga lancar baca tulis huruf kanji,kanji
"sangat memudahkan saya belajar kanji, dan juga menghafalnya, terimakasih.",sangat memudahkan saya belajar kanji dan juga menghafalnya terimakasih,sangat memudahkan saya belajar kanji dan juga menghafalnya terimakasih,sangat memudahkan saya belajar kanji dan juga menghafalnya terimakasih,"['sangat', 'memudahkan', 'saya', 'belajar', 'kanji', 'dan', 'juga', 'menghafalnya', 'terimakasih']","['memudahkan', 'belajar', 'kanji', 'menghafalnya', 'terimakasih']",memudahkan belajar kanji menghafalnya terimakasih,mudah ajar kanji hafal terimakasih,kanji
Aplikasi ini sangat membantu sekali untuk mempelajari hurf/kata² B.jpg  Arigatou gozaimasu,Aplikasi ini sangat membantu sekali untuk mempelajari hurfkata² Bjpg  Arigatou gozaimasu,aplikasi ini sangat membantu sekali untuk mempelajari hurfkata² bjpg  arigatou gozaimasu,aplikasi ini sangat membantu sekali untuk mempelajari hurfkata² bjpg arigatou gozaimasu,"['aplikasi', 'ini', 'sangat', 'membantu', 'sekali', 'untuk', 'mempelajari', 'hurfkata²', 'bjpg', 'arigatou', 'gozaimasu']","['aplikasi', 'membantu', 'mempelajari', 'hurfkata²', 'bjpg', 'arigatou', 'gozaimasu']",aplikasi membantu mempelajari hurfkata² bjpg arigatou gozaimasu,aplikasi bantu ajar hurfkata bjpg arigatou gozaimasu,kotoba
"Recomend banget kalau mau lancar aksara hiragana, katakana dan kanji nya.",Recomend banget kalau mau lancar aksara hiragana katakana dan kanji nya,recomend banget kalau mau lancar aksara hiragana katakana dan kanji nya,recomend banget kalau mau lancar aksara hiragana katakana dan kanji nya,"['recomend', 'banget', 'kalau', 'mau', 'lancar', 'aksara', 'hiragana', 'katakana', 'dan', 'kanji', 'nya']","['recomend', 'banget', 'lancar', 'aksara', 'hiragana', 'katakana', 'kanji']",recomend banget lancar aksara hiragana katakana kanji,recomend banget lancar aksara hiragana katakana kanji,"kanji,kotoba"
Bisa belajar kanji dengan cepat pakai aplikasi ini,Bisa belajar kanji dengan cepat pakai aplikasi ini,bisa belajar kanji dengan cepat pakai aplikasi ini,bisa belajar kanji dengan cepat pakai aplikasi ini,"['bisa', 'belajar', 'kanji', 'dengan', 'cepat', 'pakai', 'aplikasi', 'ini']","['belajar', 'kanji', 'cepat', 'pakai', 'aplikasi']",belajar kanji cepat pakai aplikasi,ajar kanji cepat pakai aplikasi,kanji
"bagus, buat yang biasa nggak berbayar udah dapet kanji+soal soal buat semuanya, mulai cara nulis, soal soal, lengkap disini",bagus buat yang biasa nggak berbayar udah dapet kanjisoal soal buat semuanya mulai cara nulis soal soal lengkap disini,bagus buat yang biasa nggak berbayar udah dapet kanjisoal soal buat semuanya mulai cara nulis soal soal lengkap disini,bagus buat yang biasa tidak berbayar sudah dapat kanjisoal soal buat semuanya mulai cara nulis soal soal lengkap disini,"['bagus', 'buat', 'yang', 'biasa', 'tidak', 'berbayar', 'sudah', 'dapat', 'kanjisoal', 'soal', 'buat', 'semuanya', 'mulai', 'cara', 'nulis', 'soal', 'soal', 'lengkap', 'disini']","['bagus', 'berbayar', 'kanjisoal', 'nulis', 'lengkap']",bagus berbayar kanjisoal nulis lengkap,bagus bayar kanjisoal nulis lengkap,kanji
"Recomended banget buat pemula, sangat membantu bagi gw yg ingin belajar kanji, thanks",Recomended banget buat pemula sangat membantu bagi gw yg ingin belajar kanji thanks,recomended banget buat pemula sangat membantu bagi gw yg ingin belajar kanji thanks,recomended banget buat pemula sangat membantu bagi aku yang ingin belajar kanji terima kasih,"['recomended', 'banget', 'buat', 'pemula', 'sangat', 'membantu', 'bagi', 'aku', 'yang', 'ingin', 'belajar', 'kanji', 'terima', 'kasih']","['recomended', 'banget', 'pemula', 'membantu', 'belajar', 'kanji', 'terima', 'kasih']",recomended banget pemula membantu belajar kanji terima kasih,recomended banget mula bantu ajar kanji terima kasih,kanji
Aplikasi pembelajaran bahasa jepang bagi yg ingin menguasai latihan2 menulis kanji beserta coretannya. Sangat bagus dan recommended untuk semua kalangan.,Aplikasi pembelajaran bahasa jepang bagi yg ingin menguasai latihan menulis kanji beserta coretannya Sangat bagus dan recommended untuk semua kalangan,aplikasi pembelajaran bahasa jepang bagi yg ingin menguasai latihan menulis kanji beserta coretannya sangat bagus dan recommended untuk semua kalangan,aplikasi pembelajaran bahasa jepang bagi yang ingin menguasai latihan menulis kanji beserta coretannya sangat bagus dan recommended untuk semua kalangan,"['aplikasi', 'pembelajaran', 'bahasa', 'jepang', 'bagi', 'yang', 'ingin', 'menguasai', 'latihan', 'menulis', 'kanji', 'beserta', 'coretannya', 'sangat', 'bagus', 'dan', 'recommended', 'untuk', 'semua', 'kalangan']","['aplikasi', 'pembelajaran', 'bahasa', 'jepang', 'menguasai', 'latihan', 'menulis', 'kanji', 'beserta', 'coretannya', 'bagus', 'recommended', 'kalangan']",aplikasi pembelajaran bahasa jepang menguasai latihan menulis kanji beserta coretannya bagus recommended kalangan,aplikasi ajar bahasa jepang kuasa latih tulis kanji serta coret bagus recommended kalang,kanji
Please make a function so that we can put our own sentence examples on a kanji.,Please make a function so that we can put our own sentence examples on a kanji,please make a function so that we can put our own sentence examples on a kanji,please make a function so that we belum put kami own sentence examples on a kanji,"['please', 'make', 'a', 'function', 'so', 'that', 'we', 'belum', 'put', 'kami', 'own', 'sentence', 'examples', 'on', 'a', 'kanji']","['please', 'make', 'function', 'put', 'sentence', 'examples', 'kanji']",please make function put sentence examples kanji,please make function put sentence examples kanji,kanji
Sangat rekomendasi bagi yang mau belajar kanji.... Top markonah..,Sangat rekomendasi bagi yang mau belajar kanji Top markonah,sangat rekomendasi bagi yang mau belajar kanji top markonah,sangat rekomendasi bagi yang mau belajar kanji top markonah,"['sangat', 'rekomendasi', 'bagi', 'yang', 'mau', 'belajar', 'kanji', 'top', 'markonah']","['rekomendasi', 'belajar', 'kanji', 'top', 'markonah']",rekomendasi belajar kanji top markonah,rekomendasi ajar kanji top markonah,kanji
Aplikasinya memudahkan saya ngehafal kanji setiap hari :),Aplikasinya memudahkan saya ngehafal kanji setiap hari,aplikasinya memudahkan saya ngehafal kanji setiap hari,aplikasinya memudahkan saya ngehafal kanji setiap hari,"['aplikasinya', 'memudahkan', 'saya', 'ngehafal', 'kanji', 'setiap', 'hari']","['aplikasinya', 'memudahkan', 'ngehafal', 'kanji']",aplikasinya memudahkan ngehafal kanji,aplikasi mudah ngehafal kanji,kanji
Please add how to say it in kanji !,Please add how to say it in kanji,please add how to say it in kanji,please add how to sayang it in kanji,"['please', 'add', 'how', 'to', 'sayang', 'it', 'in', 'kanji']","['please', 'add', 'sayang', 'kanji']",please add sayang kanji,please add sayang kanji,kanji
Bisa belajar kana & kanji dengan mudah,Bisa belajar kana  kanji dengan mudah,bisa belajar kana  kanji dengan mudah,bisa belajar kana kanji dengan mudah,"['bisa', 'belajar', 'kana', 'kanji', 'dengan', 'mudah']","['belajar', 'kana', 'kanji', 'mudah']",belajar kana kanji mudah,ajar kana kanji mudah,kanji
Aplikasi ini paling cocok untuk belajar kanji bagi yang ingin berfokus pada membaca dan menulis.,Aplikasi ini paling cocok untuk belajar kanji bagi yang ingin berfokus pada membaca dan menulis,aplikasi ini paling cocok untuk belajar kanji bagi yang ingin berfokus pada membaca dan menulis,aplikasi ini paling cocok untuk belajar kanji bagi yang ingin berfokus pada membaca dan menulis,"['aplikasi', 'ini', 'paling', 'cocok', 'untuk', 'belajar', 'kanji', 'bagi', 'yang', 'ingin', 'berfokus', 'pada', 'membaca', 'dan', 'menulis']","['aplikasi', 'cocok', 'belajar', 'kanji', 'berfokus', 'membaca', 'menulis']",aplikasi cocok belajar kanji berfokus membaca menulis,aplikasi cocok ajar kanji fokus baca tulis,kanji
"Suka banget. Lengkap ada hiragana, katakana, kanji dan arti, guratan. Love this app!!",Suka banget Lengkap ada hiragana katakana kanji dan arti guratan Love this app,suka banget lengkap ada hiragana katakana kanji dan arti guratan love this app,suka banget lengkap ada hiragana katakana kanji dan arti guratan cinta this app,"['suka', 'banget', 'lengkap', 'ada', 'hiragana', 'katakana', 'kanji', 'dan', 'arti', 'guratan', 'cinta', 'this', 'app']","['suka', 'banget', 'lengkap', 'hiragana', 'katakana', 'kanji', 'arti', 'guratan', 'cinta', 'app']",suka banget lengkap hiragana katakana kanji arti guratan cinta app,suka banget lengkap hiragana katakana kanji arti gurat cinta app,"kanji,kotoba"
Sangat membantu pemula belajar kanji,Sangat membantu pemula belajar kanji,sangat membantu pemula belajar kanji,sangat membantu pemula belajar kanji,"['sangat', 'membantu', 'pemula', 'belajar', 'kanji']","['membantu', 'pemula', 'belajar', 'kanji']",membantu pemula belajar kanji,bantu mula ajar kanji,kanji
"Dengan ini  saya sangat terbantu untuk mempelajari huruf & kata-kata bahasa jepang,Arigatou gozaimasu..",Dengan ini  saya sangat terbantu untuk mempelajari huruf  katakata bahasa jepangArigatou gozaimasu,dengan ini  saya sangat terbantu untuk mempelajari huruf  katakata bahasa jepangarigatou gozaimasu,dengan ini saya sangat terbantu untuk mempelajari huruf katakata bahasa jepangarigatou gozaimasu,"['dengan', 'ini', 'saya', 'sangat', 'terbantu', 'untuk', 'mempelajari', 'huruf', 'katakata', 'bahasa', 'jepangarigatou', 'gozaimasu']","['terbantu', 'mempelajari', 'huruf', 'katakata', 'bahasa', 'jepangarigatou', 'gozaimasu']",terbantu mempelajari huruf katakata bahasa jepangarigatou gozaimasu,bantu ajar huruf katakata bahasa jepangarigatou gozaimasu,kotoba
"BAGUS APLIKASI'a...cuman arti'a jgn pke bhs inggris...jadi keder lagi...coba klo arti kanji'a pke bhs indonesia,smpurna nih apl...makasih...mohon tanggapan'a yakk...di tunggu bhs indonesia'a...",BAGUS APLIKASIacuman artia jgn pke bhs inggrisjadi keder lagicoba klo arti kanjia pke bhs indonesiasmpurna nih aplmakasihmohon tanggapana yakkdi tunggu bhs indonesiaa,bagus aplikasiacuman artia jgn pke bhs inggrisjadi keder lagicoba klo arti kanjia pke bhs indonesiasmpurna nih aplmakasihmohon tanggapana yakkdi tunggu bhs indonesiaa,bagus aplikasiacuman artia jangan pakai bhs inggrisjadi keder lagicoba kalau arti kanjia pakai bhs indonesiasmpurna ini aplmakasihmohon tanggapana yakkdi tunggu bhs indonesiaa,"['bagus', 'aplikasiacuman', 'artia', 'jangan', 'pakai', 'bhs', 'inggrisjadi', 'keder', 'lagicoba', 'kalau', 'arti', 'kanjia', 'pakai', 'bhs', 'indonesiasmpurna', 'ini', 'aplmakasihmohon', 'tanggapana', 'yakkdi', 'tunggu', 'bhs', 'indonesiaa']","['bagus', 'aplikasiacuman', 'artia', 'pakai', 'bhs', 'inggrisjadi', 'keder', 'lagicoba', 'arti', 'kanjia', 'pakai', 'bhs', 'indonesiasmpurna', 'aplmakasihmohon', 'tanggapana', 'yakkdi', 'tunggu', 'bhs', 'indonesiaa']",bagus aplikasiacuman artia pakai bhs inggrisjadi keder lagicoba arti kanjia pakai bhs indonesiasmpurna aplmakasihmohon tanggapana yakkdi tunggu bhs indonesiaa,bagus aplikasiacuman artia pakai bhs inggrisjadi keder lagicoba arti kanjia pakai bhs indonesiasmpurna aplmakasihmohon tanggapana yakkdi tunggu bhs indonesiaa,kanji
Aplikasi sangat bermanfaat bagi yg ingin belajar penulisan Jepang.  Sangat membantu saya untuk belajar mengingat huruf2 jepang.  Gratis dan tanpa iklan.  👍,Aplikasi sangat bermanfaat bagi yg ingin belajar penulisan Jepang  Sangat membantu saya untuk belajar mengingat huruf jepang  Gratis dan tanpa iklan,aplikasi sangat bermanfaat bagi yg ingin belajar penulisan jepang  sangat membantu saya untuk belajar mengingat huruf jepang  gratis dan tanpa iklan,aplikasi sangat bermanfaat bagi yang ingin belajar penulisan jepang sangat membantu saya untuk belajar mengingat huruf jepang gratis dan tanpa iklan,"['aplikasi', 'sangat', 'bermanfaat', 'bagi', 'yang', 'ingin', 'belajar', 'penulisan', 'jepang', 'sangat', 'membantu', 'saya', 'untuk', 'belajar', 'mengingat', 'huruf', 'jepang', 'gratis', 'dan', 'tanpa', 'iklan']","['aplikasi', 'bermanfaat', 'belajar', 'penulisan', 'jepang', 'membantu', 'belajar', 'huruf', 'jepang', 'gratis', 'iklan']",aplikasi bermanfaat belajar penulisan jepang membantu belajar huruf jepang gratis iklan,aplikasi manfaat ajar tulis jepang bantu ajar huruf jepang gratis iklan,kanji
mohon di tambahkan cara membaca setiap kanji nya,mohon di tambahkan cara membaca setiap kanji nya,mohon di tambahkan cara membaca setiap kanji nya,mohon di tambahkan cara membaca setiap kanji nya,"['mohon', 'di', 'tambahkan', 'cara', 'membaca', 'setiap', 'kanji', 'nya']","['mohon', 'tambahkan', 'membaca', 'kanji']",mohon tambahkan membaca kanji,mohon tambah baca kanji,kanji
Saya akhirnya bisa belajar kanji,Saya akhirnya bisa belajar kanji,saya akhirnya bisa belajar kanji,saya akhirnya bisa belajar kanji,"['saya', 'akhirnya', 'bisa', 'belajar', 'kanji']","['belajar', 'kanji']",belajar kanji,ajar kanji,kanji
"Keren.. Saya sudah hapal katakana, hiragana dan lebih dari 30 kanji berkat aplikasi ini.. arigatou gozaimasu~  Berapa harga buat upgrade app nya?",Keren Saya sudah hapal katakana hiragana dan lebih dari  kanji berkat aplikasi ini arigatou gozaimasu  Berapa harga buat upgrade app nya,keren saya sudah hapal katakana hiragana dan lebih dari  kanji berkat aplikasi ini arigatou gozaimasu  berapa harga buat upgrade app nya,keren saya sudah hapal katakana hiragana dan lebih dari kanji berkat aplikasi ini arigatou gozaimasu berapa harga buat upgrade app nya,"['keren', 'saya', 'sudah', 'hapal', 'katakana', 'hiragana', 'dan', 'lebih', 'dari', 'kanji', 'berkat', 'aplikasi', 'ini', 'arigatou', 'gozaimasu', 'berapa', 'harga', 'buat', 'upgrade', 'app', 'nya']","['keren', 'hapal', 'katakana', 'hiragana', 'kanji', 'berkat', 'aplikasi', 'arigatou', 'gozaimasu', 'harga', 'upgrade', 'app']",keren hapal katakana hiragana kanji berkat aplikasi arigatou gozaimasu harga upgrade app,keren hapal katakana hiragana kanji berkat aplikasi arigatou gozaimasu harga upgrade app,"kanji,kotoba"
本当に。ありがとうございますた。Tetapi tolong yang kanji nya jangan pake  bahasa English 知りませんです。 tolong kanjinya pake bahasa Indonesia supaya 知っています。ようろしくお願いしますた。,本当にありがとうございますたTetapi tolong yang kanji nya jangan pake  bahasa English 知りませんです tolong kanjinya pake bahasa Indonesia supaya 知っていますようろしくお願いしますた,本当にありがとうございますたtetapi tolong yang kanji nya jangan pake  bahasa english 知りませんです tolong kanjinya pake bahasa indonesia supaya 知っていますようろしくお願いしますた,本当にありがとうございますたtetapi tolong yang kanji nya jangan pakai bahasa english 知りませんです tolong kanjinya pakai bahasa indonesia supaya 知っていますようろしくお願いしますた,"['本当にありがとうございますたtetapi', 'tolong', 'yang', 'kanji', 'nya', 'jangan', 'pakai', 'bahasa', 'english', '知りませんです', 'tolong', 'kanjinya', 'pakai', 'bahasa', 'indonesia', 'supaya', '知っていますようろしくお願いしますた']","['本当にありがとうございますたtetapi', 'tolong', 'kanji', 'pakai', 'bahasa', 'english', '知りませんです', 'tolong', 'kanjinya', 'pakai', 'bahasa', 'indonesia', '知っていますようろしくお願いしますた']",本当にありがとうございますたtetapi tolong kanji pakai bahasa english 知りませんです tolong kanjinya pakai bahasa indonesia 知っていますようろしくお願いしますた,tetapi tolong kanji pakai bahasa english  tolong kanji pakai bahasa indonesia ,kanji
"sejauh ini, mau cari kanji paling mudah ya pke app ini. inputnya pke english ok, pke romaji ok, pke radikal ok. でも、インドネシア語お願いします! ga cuma utk bhs app nya aja, tp seluruh isinya klo bs. bayar pun ga apa""   asal komplit b.indonesia",sejauh ini mau cari kanji paling mudah ya pke app ini inputnya pke english ok pke romaji ok pke radikal ok でもインドネシア語お願いします ga cuma utk bhs app nya aja tp seluruh isinya klo bs bayar pun ga apa   asal komplit bindonesia,sejauh ini mau cari kanji paling mudah ya pke app ini inputnya pke english ok pke romaji ok pke radikal ok でもインドネシア語お願いします ga cuma utk bhs app nya aja tp seluruh isinya klo bs bayar pun ga apa   asal komplit bindonesia,sejauh ini mau cari kanji paling mudah iya pakai app ini inputnya pakai english ok pakai romaji ok pakai radikal ok でもインドネシア語お願いします tidak cuma untuk bhs app nya saja tapi seluruh isinya kalau bisa bayar pun tidak apa asal komplit bindonesia,"['sejauh', 'ini', 'mau', 'cari', 'kanji', 'paling', 'mudah', 'iya', 'pakai', 'app', 'ini', 'inputnya', 'pakai', 'english', 'ok', 'pakai', 'romaji', 'ok', 'pakai', 'radikal', 'ok', 'でもインドネシア語お願いします', 'tidak', 'cuma', 'untuk', 'bhs', 'app', 'nya', 'saja', 'tapi', 'seluruh', 'isinya', 'kalau', 'bisa', 'bayar', 'pun', 'tidak', 'apa', 'asal', 'komplit', 'bindonesia']","['cari', 'kanji', 'mudah', 'pakai', 'app', 'inputnya', 'pakai', 'english', 'ok', 'pakai', 'romaji', 'ok', 'pakai', 'radikal', 'ok', 'でもインドネシア語お願いします', 'bhs', 'app', 'isinya', 'bayar', 'komplit', 'bindonesia']",cari kanji mudah pakai app inputnya pakai english ok pakai romaji ok pakai radikal ok でもインドネシア語お願いします bhs app isinya bayar komplit bindonesia,cari kanji mudah pakai app inputnya pakai english ok pakai romaji ok pakai radikal ok  bhs app isi bayar komplit bindonesia,kanji
"Terimakasih app nya Sangat membantu dalam menghafal huruf huruf Jepang,  aplikasi yang recomended bgt buat yg mau belajar huruf Jepang",Terimakasih app nya Sangat membantu dalam menghafal huruf huruf Jepang  aplikasi yang recomended bgt buat yg mau belajar huruf Jepang,terimakasih app nya sangat membantu dalam menghafal huruf huruf jepang  aplikasi yang recomended bgt buat yg mau belajar huruf jepang,terimakasih app nya sangat membantu dalam menghafal huruf huruf jepang aplikasi yang recomended banget buat yang mau belajar huruf jepang,"['terimakasih', 'app', 'nya', 'sangat', 'membantu', 'dalam', 'menghafal', 'huruf', 'huruf', 'jepang', 'aplikasi', 'yang', 'recomended', 'banget', 'buat', 'yang', 'mau', 'belajar', 'huruf', 'jepang']","['terimakasih', 'app', 'membantu', 'menghafal', 'huruf', 'huruf', 'jepang', 'aplikasi', 'recomended', 'banget', 'belajar', 'huruf', 'jepang']",terimakasih app membantu menghafal huruf huruf jepang aplikasi recomended banget belajar huruf jepang,terimakasih app bantu hafal huruf huruf jepang aplikasi recomended banget ajar huruf jepang,kanji
"I wonder why are there only 80 kanji in N5 JLPT? When I search in google, there are 103 kanji for N5 JLPT.",I wonder why are there only  kanji in N JLPT When I search in google there are  kanji for N JLPT,i wonder why are there only  kanji in n jlpt when i search in google there are  kanji for n jlpt,i wonder why are there only kanji in dan jlpt when i search in google there are kanji for dan jlpt,"['i', 'wonder', 'why', 'are', 'there', 'only', 'kanji', 'in', 'dan', 'jlpt', 'when', 'i', 'search', 'in', 'google', 'there', 'are', 'kanji', 'for', 'dan', 'jlpt']","['wonder', 'kanji', 'jlpt', 'search', 'google', 'kanji', 'jlpt']",wonder kanji jlpt search google kanji jlpt,wonder kanji jlpt search google kanji jlpt,kanji
Best kanji app,Best kanji app,best kanji app,best kanji app,"['best', 'kanji', 'app']","['best', 'kanji', 'app']",best kanji app,best kanji app,kanji
"I got basic japanesse class in my first year only in high school, and that was horrible(roughly 8-9 years ago). I can't recognize most of them(I think i just remember a, no, tsu).. and now it just 1 week since I'm using your app, and I already remember all hiragana(judge test at 94% accuracy) and roughly remember all katakana (haven't test it yet).. I got some idea  for improvement, but maybe thats already on full version, I'll buy the full version, and give review again latter.. thanks for making this awesome app",I got basic japanesse class in my first year only in high school and that was horribleroughly  years ago I cant recognize most of themI think i just remember a no tsu and now it just  week since Im using your app and I already remember all hiraganajudge test at  accuracy and roughly remember all katakana havent test it yet I got some idea  for improvement but maybe thats already on full version Ill buy the full version and give review again latter thanks for making this awesome app,i got basic japanesse class in my first year only in high school and that was horribleroughly  years ago i cant recognize most of themi think i just remember a no tsu and now it just  week since im using your app and i already remember all hiraganajudge test at  accuracy and roughly remember all katakana havent test it yet i got some idea  for improvement but maybe thats already on full version ill buy the full version and give review again latter thanks for making this awesome app,i got basic japanesse class in my first year only in high school and that was horribleroughly years ago i cant recognize paling of themi think i just remember a nomor tsu and now it just week since im using your app and i already remember all hiraganajudge test at accuracy and roughly remember all katakana havent test it yet i got some idea for improvement but mungkin thats already on full version ill buy the full version and give review again latter terima kasih for making this awesome app,"['i', 'got', 'basic', 'japanesse', 'class', 'in', 'my', 'first', 'year', 'only', 'in', 'high', 'school', 'and', 'that', 'was', 'horribleroughly', 'years', 'ago', 'i', 'cant', 'recognize', 'paling', 'of', 'themi', 'think', 'i', 'just', 'remember', 'a', 'nomor', 'tsu', 'and', 'now', 'it', 'just', 'week', 'since', 'im', 'using', 'your', 'app', 'and', 'i', 'already', 'remember', 'all', 'hiraganajudge', 'test', 'at', 'accuracy', 'and', 'roughly', 'remember', 'all', 'katakana', 'havent', 'test', 'it', 'yet', 'i', 'got', 'some', 'idea', 'for', 'improvement', 'but', 'mungkin', 'thats', 'already', 'on', 'full', 'version', 'ill', 'buy', 'the', 'full', 'version', 'and', 'give', 'review', 'again', 'latter', 'terima', 'kasih', 'for', 'making', 'this', 'awesome', 'app']","['got', 'basic', 'japanesse', 'class', 'first', 'year', 'high', 'school', 'horribleroughly', 'years', 'ago', 'cant', 'recognize', 'themi', 'think', 'remember', 'nomor', 'tsu', 'week', 'since', 'im', 'using', 'app', 'already', 'remember', 'hiraganajudge', 'test', 'accuracy', 'roughly', 'remember', 'katakana', 'havent', 'test', 'yet', 'got', 'idea', 'improvement', 'thats', 'already', 'full', 'version', 'ill', 'buy', 'full', 'version', 'give', 'review', 'latter', 'terima', 'kasih', 'making', 'awesome', 'app']",got basic japanesse class first year high school horribleroughly years ago cant recognize themi think remember nomor tsu week since im using app already remember hiraganajudge test accuracy roughly remember katakana havent test yet got idea improvement thats already full version ill buy full version give review latter terima kasih making awesome app,got basic japanesse class first year high school horribleroughly years ago cant recognize themi think remember nomor tsu week since im using app already remember hiraganajudge test accuracy roughly remember katakana havent test yet got idea improvement thats already full version ill buy full version give review latter terima kasih making awesome app,kotoba
This is the best kanji app,This is the best kanji app,this is the best kanji app,this is the best kanji app,"['this', 'is', 'the', 'best', 'kanji', 'app']","['best', 'kanji', 'app']",best kanji app,best kanji app,kanji
Arigatou!! &gt;.&lt; sekarang aku ulangan Jepang jadi gampang gara gara tiapa hari belajar kanji..,Arigatou gtlt sekarang aku ulangan Jepang jadi gampang gara gara tiapa hari belajar kanji,arigatou gtlt sekarang aku ulangan jepang jadi gampang gara gara tiapa hari belajar kanji,arigatou gtlt sekarang aku ulangan jepang jadi gampang gara gara tiapa hari belajar kanji,"['arigatou', 'gtlt', 'sekarang', 'aku', 'ulangan', 'jepang', 'jadi', 'gampang', 'gara', 'gara', 'tiapa', 'hari', 'belajar', 'kanji']","['arigatou', 'gtlt', 'ulangan', 'jepang', 'gampang', 'gara', 'gara', 'tiapa', 'belajar', 'kanji']",arigatou gtlt ulangan jepang gampang gara gara tiapa belajar kanji,arigatou gtlt ulang jepang gampang gara gara tiapa ajar kanji,kanji
"Can you add some more kanas consonant that unusually existed for japanese grammars but can still be used. For example: consonant fa, fi, fo, wi, we, ti, tu, di, du, che, je, she, ye?",Can you add some more kanas consonant that unusually existed for japanese grammars but can still be used For example consonant fa fi fo wi we ti tu di du che je she ye,can you add some more kanas consonant that unusually existed for japanese grammars but can still be used for example consonant fa fi fo wi we ti tu di du che je she ye,belum you add some more kanas consonant that unusually existed for japanese grammars but belum masih be used for example consonant fa fi fo wi we ti tu di du che je she ye,"['belum', 'you', 'add', 'some', 'more', 'kanas', 'consonant', 'that', 'unusually', 'existed', 'for', 'japanese', 'grammars', 'but', 'belum', 'masih', 'be', 'used', 'for', 'example', 'consonant', 'fa', 'fi', 'fo', 'wi', 'we', 'ti', 'tu', 'di', 'du', 'che', 'je', 'she', 'ye']","['add', 'kanas', 'consonant', 'unusually', 'existed', 'japanese', 'grammars', 'used', 'example', 'consonant', 'fa', 'fi', 'fo', 'wi', 'ti', 'tu', 'du', 'che', 'je', 'ye']",add kanas consonant unusually existed japanese grammars used example consonant fa fi fo wi ti tu du che je ye,add kanas consonant unusually existed japanese grammars used example consonant fa fi fo wi ti tu du che je ye,bunpou
"I really love this app but unfortunately it's using english at all and what a pity for those who don't understand english well (like me :3) especially indonesian, please add indonesian language and it will be much better ;) and also please add some notes how to read the example that you've given in your app i'm confused how to read the example because it's using hiragana and katakana and i haven't mastered it well hehe thanks ;)",I really love this app but unfortunately its using english at all and what a pity for those who dont understand english well like me  especially indonesian please add indonesian language and it will be much better  and also please add some notes how to read the example that youve given in your app im confused how to read the example because its using hiragana and katakana and i havent mastered it well hehe thanks,i really love this app but unfortunately its using english at all and what a pity for those who dont understand english well like me  especially indonesian please add indonesian language and it will be much better  and also please add some notes how to read the example that youve given in your app im confused how to read the example because its using hiragana and katakana and i havent mastered it well hehe thanks,i really cinta this app but unfortunately its using english at all and what a pity for those who dont understand english well like me especially indonesian please add indonesian language and it will be lebih lebih baik and also please add some notes how to read the example that youve given in your app im confused how to read the example because its using hiragana and katakana and i havent mastered it well he terima kasih,"['i', 'really', 'cinta', 'this', 'app', 'but', 'unfortunately', 'its', 'using', 'english', 'at', 'all', 'and', 'what', 'a', 'pity', 'for', 'those', 'who', 'dont', 'understand', 'english', 'well', 'like', 'me', 'especially', 'indonesian', 'please', 'add', 'indonesian', 'language', 'and', 'it', 'will', 'be', 'lebih', 'lebih', 'baik', 'and', 'also', 'please', 'add', 'some', 'notes', 'how', 'to', 'read', 'the', 'example', 'that', 'youve', 'given', 'in', 'your', 'app', 'im', 'confused', 'how', 'to', 'read', 'the', 'example', 'because', 'its', 'using', 'hiragana', 'and', 'katakana', 'and', 'i', 'havent', 'mastered', 'it', 'well', 'he', 'terima', 'kasih']","['really', 'cinta', 'app', 'unfortunately', 'using', 'english', 'pity', 'dont', 'understand', 'english', 'well', 'like', 'especially', 'indonesian', 'please', 'add', 'indonesian', 'language', 'also', 'please', 'add', 'notes', 'read', 'example', 'youve', 'given', 'app', 'im', 'confused', 'read', 'example', 'using', 'hiragana', 'katakana', 'havent', 'mastered', 'well', 'terima', 'kasih']",really cinta app unfortunately using english pity dont understand english well like especially indonesian please add indonesian language also please add notes read example youve given app im confused read example using hiragana katakana havent mastered well terima kasih,really cinta app unfortunately using english pity dont understand english well like especially indonesian please add indonesian language also please add notes read example youve given app im confused read example using hiragana katakana havent mastered well terima kasih,kotoba
